SB_biofilm_MAG_13_02580,Genbank,CDS,1,1302,.,+,.,"ID=DJLPJCFJ_00021;Name=DJLPJCFJ_00021;protein_id=undefined;product=Isocitrate lyase"";function=undefined"
SB_biofilm_MAG_16_00039,Genbank,CDS,1,579,.,+,.,"ID=DJLPJCFJ_00022;Name=DJLPJCFJ_00022;protein_id=undefined;product=Thymidine kinase"";function=undefined"
SB_biofilm_MAG_16_00108,Genbank,CDS,1,1650,.,+,.,"ID=DJLPJCFJ_00023;Name=DJLPJCFJ_00023;protein_id=undefined;product=60 kDa chaperonin"";function=undefined"
SB_biofilm_MAG_16_00251,Genbank,CDS,1,1464,.,+,.,"ID=DJLPJCFJ_00024;Name=DJLPJCFJ_00024;protein_id=undefined;product=Catalase"";function=undefined"
SB_biofilm_MAG_16_00612,Genbank,CDS,1,654,.,+,.,"ID=DJLPJCFJ_00025;Name=DJLPJCFJ_00025;protein_id=undefined;product=Peptide methionine sulfoxide reductase MsrA"";function=undefined"
SB_biofilm_MAG_16_01081,Genbank,CDS,1,945,.,+,.,"ID=DJLPJCFJ_00026;Name=DJLPJCFJ_00026;protein_id=undefined;product=Isocitrate dehydrogenase [NADP]"";function=undefined"
SB_biofilm_MAG_16_01178,Genbank,CDS,1,381,.,+,.,"ID=DJLPJCFJ_00027;Name=DJLPJCFJ_00027;protein_id=undefined;product=50S ribosomal protein L7/L12"";function=undefined"
SB_biofilm_MAG_16_01179,Genbank,CDS,1,531,.,+,.,"ID=DJLPJCFJ_00028;Name=DJLPJCFJ_00028;protein_id=undefined;product=50S ribosomal protein L10"";function=undefined"
SB_biofilm_MAG_16_01180,Genbank,CDS,1,723,.,+,.,"ID=DJLPJCFJ_00029;Name=DJLPJCFJ_00029;protein_id=undefined;product=50S ribosomal protein L1"";function=undefined"
SB_biofilm_MAG_16_01193,Genbank,CDS,1,633,.,+,.,"ID=DJLPJCFJ_00030;Name=DJLPJCFJ_00030;protein_id=undefined;product=putative hydrolase YcaC"";function=undefined"
SB_biofilm_MAG_16_01318,Genbank,CDS,1,594,.,+,.,"ID=DJLPJCFJ_00031;Name=DJLPJCFJ_00031;protein_id=undefined;product=Nicotinamidase"";function=undefined"
SB_biofilm_MAG_16_01322,Genbank,CDS,1,816,.,+,.,"ID=DJLPJCFJ_00032;Name=DJLPJCFJ_00032;protein_id=undefined;product=hypothetical protein"";function=undefined"
SB_biofilm_MAG_16_01405,Genbank,CDS,1,1596,.,+,.,"ID=DJLPJCFJ_00033;Name=DJLPJCFJ_00033;protein_id=undefined;product=FeS cluster assembly protein SufB"";function=undefined"
SB_biofilm_MAG_16_01766,Genbank,CDS,1,1041,.,+,.,"ID=DJLPJCFJ_00034;Name=DJLPJCFJ_00034;protein_id=undefined;product=Putative aminopeptidase YsdC"";function=undefined"
SB_biofilm_MAG_16_01918,Genbank,CDS,1,297,.,+,.,"ID=DJLPJCFJ_00035;Name=DJLPJCFJ_00035;protein_id=undefined;product=hypothetical protein"";function=undefined"
SB_biofilm_MAG_16_01959,Genbank,CDS,1,240,.,+,.,ID=DJLPJCFJ_00036;Name=DJLPJCFJ_00036;protein_id=undefined;product=Phosphoribosylformylglycinamidine synthase;function=undefined
SB_biofilm_MAG_16_02273,Genbank,CDS,1,2205,.,+,.,"ID=DJLPJCFJ_00037;Name=DJLPJCFJ_00037;protein_id=undefined;product=Catalase-peroxidase"";function=undefined"
SB_biofilm_MAG_16_02789,Genbank,CDS,1,1422,.,+,.,"ID=DJLPJCFJ_00038;Name=DJLPJCFJ_00038;protein_id=undefined;product=ATP synthase subunit beta"";function=undefined"
SB_biofilm_MAG_16_02834,Genbank,CDS,1,2661,.,+,.,"ID=DJLPJCFJ_00039;Name=DJLPJCFJ_00039;protein_id=undefined;product=Methionine synthase"";function=undefined"
SB_biofilm_MAG_16_02910,Genbank,CDS,1,699,.,+,.,"ID=DJLPJCFJ_00040;Name=DJLPJCFJ_00040;protein_id=undefined;product=50S ribosomal protein L1"";function=undefined"
SB_biofilm_MAG_16_03309,Genbank,CDS,1,339,.,+,.,"ID=DJLPJCFJ_00041;Name=DJLPJCFJ_00041;protein_id=undefined;product=Nitrogen regulatory protein P-II"";function=undefined"
SB_biofilm_MAG_16_03601,Genbank,CDS,1,1134,.,+,.,"ID=DJLPJCFJ_00042;Name=DJLPJCFJ_00042;protein_id=undefined;product=S-(hydroxymethyl)glutathione dehydrogenase"";function=undefined"
SB_biofilm_MAG_16_03957,Genbank,CDS,1,459,.,+,.,"ID=DJLPJCFJ_00043;Name=DJLPJCFJ_00043;protein_id=undefined;product=Free methionine-R-sulfoxide reductase"";function=undefined"
SB_biofilm_MAG_16_03969,Genbank,CDS,1,498,.,+,.,"ID=DJLPJCFJ_00044;Name=DJLPJCFJ_00044;protein_id=undefined;product=hypothetical protein"";function=undefined"
SB_biofilm_MAG_16_04242,Genbank,CDS,1,624,.,+,.,"ID=DJLPJCFJ_00045;Name=DJLPJCFJ_00045;protein_id=undefined;product=Urease accessory protein UreG"";function=undefined"
SB_biofilm_MAG_17_04942,Genbank,CDS,1,1191,.,+,.,"ID=DJLPJCFJ_00046;Name=DJLPJCFJ_00046;protein_id=undefined;product=Myo-inositol 2-dehydrogenase"";function=undefined"
SB_biofilm_MAG_17_05351,Genbank,CDS,1,1275,.,+,.,"ID=DJLPJCFJ_00047;Name=DJLPJCFJ_00047;protein_id=undefined;product=O-acetyl-L-homoserine sulfhydrylase"";function=undefined"
SB_biofilm_MAG_17_06994,Genbank,CDS,1,2202,.,+,.,"ID=DJLPJCFJ_00048;Name=DJLPJCFJ_00048;protein_id=undefined;product=Catalase-peroxidase"";function=undefined"
SB_biofilm_MAG_18_00072,Genbank,CDS,1,1431,.,+,.,"ID=DJLPJCFJ_00049;Name=DJLPJCFJ_00049;protein_id=undefined;product=hypothetical protein"";function=undefined"
SB_biofilm_MAG_18_00123,Genbank,CDS,1,1476,.,+,.,"ID=DJLPJCFJ_00050;Name=DJLPJCFJ_00050;protein_id=undefined;product=hypothetical protein"";function=undefined"
SB_biofilm_MAG_18_00163,Genbank,CDS,1,912,.,+,.,"ID=DJLPJCFJ_00051;Name=DJLPJCFJ_00051;protein_id=undefined;product=Glucose-1-phosphate thymidylyltransferase 1"";function=undefined"
SB_biofilm_MAG_18_00300,Genbank,CDS,1,984,.,+,.,"ID=DJLPJCFJ_00052;Name=DJLPJCFJ_00052;protein_id=undefined;product=hypothetical protein"";function=undefined"
SB_biofilm_MAG_18_00402,Genbank,CDS,1,1329,.,+,.,"ID=DJLPJCFJ_00053;Name=DJLPJCFJ_00053;protein_id=undefined;product=hypothetical protein"";function=undefined"
SB_biofilm_MAG_18_00520,Genbank,CDS,1,1425,.,+,.,"ID=DJLPJCFJ_00054;Name=DJLPJCFJ_00054;protein_id=undefined;product=hypothetical protein"";function=undefined"
SB_biofilm_MAG_18_00575,Genbank,CDS,1,690,.,+,.,ID=DJLPJCFJ_00055;Name=DJLPJCFJ_00055;protein_id=undefined;product=putative ABC transporter ATP-binding protein;function=undefined
SB_biofilm_MAG_18_00587,Genbank,CDS,1,348,.,+,.,"ID=DJLPJCFJ_00056;Name=DJLPJCFJ_00056;protein_id=undefined;product=Nitrogen regulatory protein P-II"";function=undefined"
SB_biofilm_MAG_18_00595,Genbank,CDS,1,654,.,+,.,"ID=DJLPJCFJ_00057;Name=DJLPJCFJ_00057;protein_id=undefined;product=Endonuclease III"";function=undefined"
SB_biofilm_MAG_18_00646,Genbank,CDS,1,2709,.,+,.,"ID=DJLPJCFJ_00058;Name=DJLPJCFJ_00058;protein_id=undefined;product=Methionine synthase"";function=undefined"
SB_biofilm_MAG_18_00723,Genbank,CDS,7,261,.,+,.,"ID=DJLPJCFJ_00059;Name=DJLPJCFJ_00059;protein_id=undefined;product=hypothetical protein"";function=undefined"
SB_biofilm_MAG_18_00732,Genbank,CDS,1,828,.,+,.,ID=DJLPJCFJ_00060;Name=DJLPJCFJ_00060;protein_id=undefined;product=Manganese transport system ATP-binding protein;function=undefined
SB_biofilm_MAG_18_00956,Genbank,CDS,1,1431,.,+,.,"ID=DJLPJCFJ_00061;Name=DJLPJCFJ_00061;protein_id=undefined;product=Adenosylhomocysteinase"";function=undefined"
SB_biofilm_MAG_18_00986,Genbank,CDS,1,576,.,+,.,"ID=DJLPJCFJ_00062;Name=DJLPJCFJ_00062;protein_id=undefined;product=Anthranilate synthase component 2"";function=undefined"
SB_biofilm_MAG_18_01052,Genbank,CDS,1,258,.,+,.,"ID=DJLPJCFJ_00063;Name=DJLPJCFJ_00063;protein_id=undefined;product=30S ribosomal protein S15"";function=undefined"
SB_biofilm_MAG_18_01155,Genbank,CDS,1,1257,.,+,.,ID=DJLPJCFJ_00064;Name=DJLPJCFJ_00064;protein_id=undefined;product=ATP-dependent Clp protease ATP-binding subunit;function=undefined
SB_biofilm_MAG_18_01168,Genbank,CDS,1,381,.,+,.,"ID=DJLPJCFJ_00065;Name=DJLPJCFJ_00065;protein_id=undefined;product=50S ribosomal protein L20"";function=undefined"
SB_biofilm_MAG_18_01245,Genbank,CDS,1,432,.,+,.,"ID=DJLPJCFJ_00066;Name=DJLPJCFJ_00066;protein_id=undefined;product=50S ribosomal protein L13"";function=undefined"
SB_biofilm_MAG_18_01256,Genbank,CDS,1,2115,.,+,.,"ID=DJLPJCFJ_00067;Name=DJLPJCFJ_00067;protein_id=undefined;product=Elongation factor G 1"";function=undefined"
SB_biofilm_MAG_18_01474,Genbank,CDS,1,1965,.,+,.,"ID=DJLPJCFJ_00068;Name=DJLPJCFJ_00068;protein_id=undefined;product=Acetyl-coenzyme A synthetase"";function=undefined"
SB_biofilm_MAG_18_01548,Genbank,CDS,1,1002,.,+,.,"ID=DJLPJCFJ_00069;Name=DJLPJCFJ_00069;protein_id=undefined;product=hypothetical protein"";function=undefined"
SB_biofilm_MAG_18_01589,Genbank,CDS,1,789,.,+,.,"ID=DJLPJCFJ_00070;Name=DJLPJCFJ_00070;protein_id=undefined;product=hypothetical protein"";function=undefined"
SB_biofilm_MAG_18_01659,Genbank,CDS,1,987,.,+,.,"ID=DJLPJCFJ_00071;Name=DJLPJCFJ_00071;protein_id=undefined;product=UDP-glucose 4-epimerase"";function=undefined"
SB_biofilm_MAG_18_01679,Genbank,CDS,1,681,.,+,.,"ID=DJLPJCFJ_00072;Name=DJLPJCFJ_00072;protein_id=undefined;product=Carbonic anhydrase 2"";function=undefined"
SB_biofilm_MAG_18_01730,Genbank,CDS,1,378,.,+,.,"ID=DJLPJCFJ_00073;Name=DJLPJCFJ_00073;protein_id=undefined;product=Glycine cleavage system H protein"";function=undefined"
SB_biofilm_MAG_18_01770,Genbank,CDS,1,615,.,+,.,"ID=DJLPJCFJ_00074;Name=DJLPJCFJ_00074;protein_id=undefined;product=Protein DrgA"";function=undefined"
SB_biofilm_MAG_18_01797,Genbank,CDS,1,999,.,+,.,"ID=DJLPJCFJ_00075;Name=DJLPJCFJ_00075;protein_id=undefined;product=Fructose-bisphosphate aldolase"";function=undefined"
SB_biofilm_MAG_18_01859,Genbank,CDS,1,1011,.,+,.,"ID=DJLPJCFJ_00076;Name=DJLPJCFJ_00076;protein_id=undefined;product=hypothetical protein"";function=undefined"
SB_biofilm_MAG_18_01907,Genbank,CDS,1,321,.,+,.,"ID=DJLPJCFJ_00077;Name=DJLPJCFJ_00077;protein_id=undefined;product=Thioredoxin C-1"";function=undefined"
SB_biofilm_MAG_18_01925,Genbank,CDS,1,1458,.,+,.,"ID=DJLPJCFJ_00078;Name=DJLPJCFJ_00078;protein_id=undefined;product=hypothetical protein"";function=undefined"
SB_biofilm_MAG_18_01980,Genbank,CDS,1,1551,.,+,.,"ID=DJLPJCFJ_00079;Name=DJLPJCFJ_00079;protein_id=undefined;product=Glucose-6-phosphate isomerase"";function=undefined"
SB_biofilm_MAG_18_02049,Genbank,CDS,1,2220,.,+,.,"ID=DJLPJCFJ_00080;Name=DJLPJCFJ_00080;protein_id=undefined;product=Isocitrate dehydrogenase [NADP]"";function=undefined"
SB_biofilm_MAG_18_02092,Genbank,CDS,1,363,.,+,.,"ID=DJLPJCFJ_00081;Name=DJLPJCFJ_00081;protein_id=undefined;product=50S ribosomal protein L18"";function=undefined"
SB_biofilm_MAG_18_02104,Genbank,CDS,1,270,.,+,.,"ID=DJLPJCFJ_00082;Name=DJLPJCFJ_00082;protein_id=undefined;product=30S ribosomal protein S19"";function=undefined"
SB_biofilm_MAG_18_02183,Genbank,CDS,1,810,.,+,.,"ID=DJLPJCFJ_00083;Name=DJLPJCFJ_00083;protein_id=undefined;product=Thymidylate synthase"";function=undefined"
SB_biofilm_MAG_18_02288,Genbank,CDS,1,1185,.,+,.,"ID=DJLPJCFJ_00084;Name=DJLPJCFJ_00084;protein_id=undefined;product=Elongation factor Tu"";function=undefined"
SB_biofilm_MAG_18_02329,Genbank,CDS,1,498,.,+,.,"ID=DJLPJCFJ_00085;Name=DJLPJCFJ_00085;protein_id=undefined;product=N5-carboxyaminoimidazole ribonucleotide mutase"";function=undefined"
SB_biofilm_MAG_18_02380,Genbank,CDS,1,741,.,+,.,ID=DJLPJCFJ_00086;Name=DJLPJCFJ_00086;protein_id=undefined;product=Lipopolysaccharide export system ATP-binding;function=undefined
SB_biofilm_MAG_18_02434,Genbank,CDS,1,1053,.,+,.,"ID=DJLPJCFJ_00087;Name=DJLPJCFJ_00087;protein_id=undefined;product=hypothetical protein"";function=undefined"
SB_biofilm_MAG_18_02471,Genbank,CDS,1,906,.,+,.,"ID=DJLPJCFJ_00088;Name=DJLPJCFJ_00088;protein_id=undefined;product=Ribosomal protein S6--L-glutamate ligase"";function=undefined"
SB_biofilm_MAG_18_02587,Genbank,CDS,1,1050,.,+,.,"ID=DJLPJCFJ_00089;Name=DJLPJCFJ_00089;protein_id=undefined;product=hypothetical protein"";function=undefined"
SB_biofilm_MAG_18_02595,Genbank,CDS,1,423,.,+,.,"ID=DJLPJCFJ_00090;Name=DJLPJCFJ_00090;protein_id=undefined;product=hypothetical protein"";function=undefined"
SB_biofilm_MAG_18_02664,Genbank,CDS,1,621,.,+,.,"ID=DJLPJCFJ_00091;Name=DJLPJCFJ_00091;protein_id=undefined;product=Superoxide dismutase [Mn]"";function=undefined"
SB_biofilm_MAG_18_02670,Genbank,CDS,1,264,.,+,.,"ID=DJLPJCFJ_00092;Name=DJLPJCFJ_00092;protein_id=undefined;product=50S ribosomal protein L27"";function=undefined"
SB_biofilm_MAG_18_02727,Genbank,CDS,1,1404,.,+,.,"ID=DJLPJCFJ_00093;Name=DJLPJCFJ_00093;protein_id=undefined;product=hypothetical protein"";function=undefined"
SB_biofilm_MAG_18_02952,Genbank,CDS,1,1146,.,+,.,"ID=DJLPJCFJ_00094;Name=DJLPJCFJ_00094;protein_id=undefined;product=D-xylose dehydrogenase"";function=undefined"
SB_biofilm_MAG_18_02977,Genbank,CDS,1,756,.,+,.,"ID=DJLPJCFJ_00095;Name=DJLPJCFJ_00095;protein_id=undefined;product=Vegetative protein 296"";function=undefined"
SB_biofilm_MAG_18_03126,Genbank,CDS,1,1137,.,+,.,ID=DJLPJCFJ_00096;Name=DJLPJCFJ_00096;protein_id=undefined;product=Inositol 2-dehydrogenase/D-chiro-inositol;function=undefined
SB_biofilm_MAG_18_03254,Genbank,CDS,1,1440,.,+,.,"ID=DJLPJCFJ_00097;Name=DJLPJCFJ_00097;protein_id=undefined;product=hypothetical protein"";function=undefined"
SB_biofilm_MAG_19_00003,Genbank,CDS,1,906,.,+,.,"ID=DJLPJCFJ_00098;Name=DJLPJCFJ_00098;protein_id=undefined;product=Ribosomal protein S6--L-glutamate ligase"";function=undefined"
SB_biofilm_MAG_19_00998,Genbank,CDS,1,1392,.,+,.,"ID=DJLPJCFJ_00099;Name=DJLPJCFJ_00099;protein_id=undefined;product=Fumarate hydratase class II"";function=undefined"
SB_biofilm_MAG_19_01002,Genbank,CDS,1,795,.,+,.,"ID=DJLPJCFJ_00100;Name=DJLPJCFJ_00100;protein_id=undefined;product=Thymidylate synthase"";function=undefined"
SB_biofilm_MAG_19_01743,Genbank,CDS,1,636,.,+,.,"ID=DJLPJCFJ_00101;Name=DJLPJCFJ_00101;protein_id=undefined;product=Peroxiredoxin"";function=undefined"
SB_biofilm_MAG_19_01845,Genbank,CDS,1,882,.,+,.,ID=DJLPJCFJ_00102;Name=DJLPJCFJ_00102;protein_id=undefined;product=3-phenylpropionate-dihydrodiol/cinnamic;function=undefined
SB_biofilm_MAG_19_02027,Genbank,CDS,1,2139,.,+,.,"ID=DJLPJCFJ_00103;Name=DJLPJCFJ_00103;protein_id=undefined;product=putative methylmalonyl-CoA mutase large subunit"";function=undefined"
SB_biofilm_MAG_19_02073,Genbank,CDS,1,1221,.,+,.,"ID=DJLPJCFJ_00104;Name=DJLPJCFJ_00104;protein_id=undefined;product=Isocitrate dehydrogenase [NADP]"";function=undefined"
SB_biofilm_MAG_20_00004,Genbank,CDS,1,435,.,+,.,"ID=DJLPJCFJ_00105;Name=DJLPJCFJ_00105;protein_id=undefined;product=50S ribosomal protein L11"";function=undefined"
SB_biofilm_MAG_20_00062,Genbank,CDS,1,306,.,+,.,"ID=DJLPJCFJ_00106;Name=DJLPJCFJ_00106;protein_id=undefined;product=hypothetical protein"";function=undefined"
SB_biofilm_MAG_20_00334,Genbank,CDS,1,894,.,+,.,"ID=DJLPJCFJ_00107;Name=DJLPJCFJ_00107;protein_id=undefined;product=Fructose-bisphosphate aldolase class 1"";function=undefined"
SB_biofilm_MAG_20_00508,Genbank,CDS,1,1857,.,+,.,"ID=DJLPJCFJ_00108;Name=DJLPJCFJ_00108;protein_id=undefined;product=Phosphomethylpyrimidine synthase"";function=undefined"
SB_biofilm_MAG_20_00894,Genbank,CDS,1,339,.,+,.,"ID=DJLPJCFJ_00109;Name=DJLPJCFJ_00109;protein_id=undefined;product=Nitrogen regulatory protein P-II 2"";function=undefined"
SB_biofilm_MAG_20_00900,Genbank,CDS,1,795,.,+,.,"ID=DJLPJCFJ_00110;Name=DJLPJCFJ_00110;protein_id=undefined;product=Thymidylate synthase 2"";function=undefined"
SB_biofilm_MAG_20_00939,Genbank,CDS,1,2709,.,+,.,"ID=DJLPJCFJ_00111;Name=DJLPJCFJ_00111;protein_id=undefined;product=Aconitate hydratase A"";function=undefined"
SB_biofilm_MAG_20_01073,Genbank,CDS,1,1680,.,+,.,"ID=DJLPJCFJ_00112;Name=DJLPJCFJ_00112;protein_id=undefined;product=Dihydroxy-acid dehydratase"";function=undefined"
SB_biofilm_MAG_20_01079,Genbank,CDS,1,1296,.,+,.,"ID=DJLPJCFJ_00113;Name=DJLPJCFJ_00113;protein_id=undefined;product=Isocitrate lyase"";function=undefined"
SB_biofilm_MAG_20_01264,Genbank,CDS,1,1476,.,+,.,"ID=DJLPJCFJ_00114;Name=DJLPJCFJ_00114;protein_id=undefined;product=Bicarbonate transporter BicA"";function=undefined"
SB_biofilm_MAG_20_01545,Genbank,CDS,1,660,.,+,.,"ID=DJLPJCFJ_00115;Name=DJLPJCFJ_00115;protein_id=undefined;product=Peroxiredoxin"";function=undefined"
SB_biofilm_MAG_20_01559,Genbank,CDS,1,765,.,+,.,"ID=DJLPJCFJ_00116;Name=DJLPJCFJ_00116;protein_id=undefined;product=hypothetical protein"";function=undefined"
SB_biofilm_MAG_20_01606,Genbank,CDS,1,453,.,+,.,"ID=DJLPJCFJ_00117;Name=DJLPJCFJ_00117;protein_id=undefined;product=hypothetical protein"";function=undefined"
SB_biofilm_MAG_20_01677,Genbank,CDS,1,738,.,+,.,ID=DJLPJCFJ_00118;Name=DJLPJCFJ_00118;protein_id=undefined;product=putative ABC transporter ATP-binding protein;function=undefined
SB_biofilm_MAG_20_01781,Genbank,CDS,1,423,.,+,.,"ID=DJLPJCFJ_00119;Name=DJLPJCFJ_00119;protein_id=undefined;product=Nucleoside diphosphate kinase"";function=undefined"
SB_biofilm_MAG_20_01787,Genbank,CDS,1,1449,.,+,.,"ID=DJLPJCFJ_00120;Name=DJLPJCFJ_00120;protein_id=undefined;product=FeS cluster assembly protein SufB"";function=undefined"
SB_biofilm_MAG_20_01838,Genbank,CDS,1,567,.,+,.,"ID=DJLPJCFJ_00121;Name=DJLPJCFJ_00121;protein_id=undefined;product=ATP-dependent protease subunit HslV"";function=undefined"
SB_biofilm_MAG_20_02041,Genbank,CDS,1,567,.,+,.,"ID=DJLPJCFJ_00122;Name=DJLPJCFJ_00122;protein_id=undefined;product=dCTP deaminase"";function=undefined"
SB_biofilm_MAG_20_02055,Genbank,CDS,1,876,.,+,.,ID=DJLPJCFJ_00123;Name=DJLPJCFJ_00123;protein_id=undefined;product=Succinate--CoA ligase [ADP-forming] subunit;function=undefined
SB_biofilm_MAG_20_02083,Genbank,CDS,1,1296,.,+,.,"ID=DJLPJCFJ_00124;Name=DJLPJCFJ_00124;protein_id=undefined;product=Isocitrate dehydrogenase [NADP]"";function=undefined"
SB_biofilm_MAG_20_02307,Genbank,CDS,1,906,.,+,.,"ID=DJLPJCFJ_00125;Name=DJLPJCFJ_00125;protein_id=undefined;product=Ribosomal protein S6--L-glutamate ligase"";function=undefined"
SB_biofilm_MAG_20_02425,Genbank,CDS,1,849,.,+,.,"ID=DJLPJCFJ_00126;Name=DJLPJCFJ_00126;protein_id=undefined;product=hypothetical protein"";function=undefined"
SB_biofilm_MAG_20_02470,Genbank,CDS,1,819,.,+,.,"ID=DJLPJCFJ_00127;Name=DJLPJCFJ_00127;protein_id=undefined;product=Glycine/sarcosine N-methyltransferase"";function=undefined"
SB_biofilm_MAG_20_02522,Genbank,CDS,1,480,.,+,.,"ID=DJLPJCFJ_00128;Name=DJLPJCFJ_00128;protein_id=undefined;product=hypothetical protein"";function=undefined"
SB_biofilm_MAG_20_02648,Genbank,CDS,1,1398,.,+,.,"ID=DJLPJCFJ_00129;Name=DJLPJCFJ_00129;protein_id=undefined;product=ATP synthase subunit beta"";function=undefined"
SB_biofilm_MAG_20_02676,Genbank,CDS,1,375,.,+,.,"ID=DJLPJCFJ_00130;Name=DJLPJCFJ_00130;protein_id=undefined;product=30S ribosomal protein S12"";function=undefined"
SB_biofilm_MAG_20_02677,Genbank,CDS,1,471,.,+,.,"ID=DJLPJCFJ_00131;Name=DJLPJCFJ_00131;protein_id=undefined;product=30S ribosomal protein S7"";function=undefined"
SB_biofilm_MAG_20_02751,Genbank,CDS,1,2091,.,+,.,"ID=DJLPJCFJ_00132;Name=DJLPJCFJ_00132;protein_id=undefined;product=Elongation factor G 1"";function=undefined"
SB_biofilm_MAG_20_02885,Genbank,CDS,1,1410,.,+,.,"ID=DJLPJCFJ_00133;Name=DJLPJCFJ_00133;protein_id=undefined;product=NAD(P) transhydrogenase subunit beta"";function=undefined"
SB_biofilm_MAG_20_02904,Genbank,CDS,1,666,.,+,.,ID=DJLPJCFJ_00134;Name=DJLPJCFJ_00134;protein_id=undefined;product=Na(+)-translocating NADH-quinone reductase;function=undefined
SB_biofilm_MAG_20_02957,Genbank,CDS,1,570,.,+,.,"ID=DJLPJCFJ_00135;Name=DJLPJCFJ_00135;protein_id=undefined;product=Peroxiredoxin"";function=undefined"
SB_biofilm_MAG_20_03070,Genbank,CDS,1,1632,.,+,.,"ID=DJLPJCFJ_00136;Name=DJLPJCFJ_00136;protein_id=undefined;product=60 kDa chaperonin"";function=undefined"
SB_biofilm_MAG_20_03173,Genbank,CDS,1,537,.,+,.,"ID=DJLPJCFJ_00137;Name=DJLPJCFJ_00137;protein_id=undefined;product=Molybdenum cofactor biosynthesis protein B"";function=undefined"
